id_respuesta,fecha,edad,area,satisfaccion,comentario
R03293,2025-01-15,28.0,Ventas,5,Regular
R03294,2025-01-04,47.0,Ventas,2,Poco claro
R03295,2025-01-13,52.0,Atención,1,Regular
R03296,2025-01-28,58.0,Postventa,8,Excelente
R03297,2025-01-12,55.0,Atención,2,Mal servicio
R03298,2025-01-28,39.0,Postventa,3,
R03299,2025-01-13,60.0,Postventa,9,Muy bien
R03300,2025-01-31,65.0,Soporte,1,Poco claro
R03301,2025-01-14,44.0,Soporte,8,Excelente
R03302,2025-01-20,54.0,Ventas,2,
R03303,2025-01-18,63.0,Atención,8,Muy bien
R03304,2025-01-29,52.0,Soporte,2,No resolvieron
R03305,2025-01-28,21.0,Postventa,7,
R03306,2025-01-31,33.0,Atención,3,
R03307,2025-01-06,33.0,Postventa,4,Poco claro
R03308,2025-01-29,38.0,Ventas,1,
R03309,2025-01-11,43.0,Ventas,NS/NC,
R03310,2025-01-30,53.0,Atención,1,
R03311,2025-01-02,36.0,Atención,10,Rápido
R03312,2025-01-28,34.0,Postventa,8,Excelente
R03313,2025-01-23,62.0,Atención,8,Muy bien
R03314,2025-01-19,43.0,Soporte,2,Regular
R03315,2025-01-31,39.0,Ventas,4,
R03316,2025-01-19,45.0,Atención,2,Regular
R03317,2025-01-05,18.0,Ventas,8,Todo correcto
R03318,2025-01-19,61.0,Atención,7,Poco claro
R03319,2025-01-02,53.0,Soporte,7,
R03320,2025-01-10,60.0,Atención,10,Muy bien
R03321,2025-01-25,54.0,Soporte,3,
R03322,2025-01-02,19.0,Ventas,5,
R03323,2025-01-30,34.0,Atención,1,No resolvieron
R03324,2025-01-11,57.0,Soporte,10,Amables
R03325,2025-01-18,55.0,Soporte,4,
R03326,2025-01-29,38.0,Atención,4,Regular
R03327,2025-01-31,26.0,Soporte,1,Demora
R03328,2025-01-24,30.0,Ventas,7,Poco claro
R03329,2025-01-15,28.0,Postventa,5,
R03330,2025-01-09,33.0,Atención,1,
R03331,2025-01-23,33.0,Ventas,5,Mal servicio
R03332,2025-01-19,,Soporte,8,Todo correcto
R03333,2025-01-09,59.0,Postventa,10,Excelente
R03334,2025-01-03,61.0,Atención,8,Muy bien
R03335,2025-01-21,25.0,Ventas,2,Poco claro
R03336,2025-01-09,60.0,Postventa,1,
R03337,2025-01-28,59.0,Postventa,2,
R03338,2025-01-30,30.0,Soporte,6,
R03339,2025-01-14,34.0,Atención,5,
R03340,2025-01-19,56.0,Soporte,4,Mal servicio
R03341,2025-01-07,41.0,Atención,8,Todo correcto
R03342,2025-01-16,20.0,Soporte,5,
R03343,2025-01-16,47.0,Soporte,4,Regular
R03344,2025-01-28,30.0,Atención,8,Todo correcto
R03345,2025-01-01,36.0,Atención,1,Demora
R03346,2025-01-04,24.0,Atención,9,Todo correcto
R03347,2025-01-04,26.0,Atención,2,Regular
R03348,2025-01-07,36.0,Soporte,8,Amables
R03349,2025-01-08,62.0,Atención,9,Rápido
R03350,2025-01-17,57.0,Ventas,10,Todo correcto
R03351,2025-01-05,39.0,Soporte,8,Todo correcto
R03352,2025-01-07,35.0,Ventas,9,Excelente
R03353,2025-01-28,40.0,Atención,4,No resolvieron
R03354,2025-01-20,19.0,Ventas,NS/NC,
R03355,2025-01-29,28.0,Postventa,3,Mal servicio
R03356,2025-01-20,48.0,Soporte,8,Excelente
R03357,2025-01-04,50.0,Atención,5,Poco claro
R03358,2025-01-28,31.0,Soporte,4,Mal servicio
R03359,2025-01-06,33.0,Soporte,3,Demora
R03360,2025-01-07,28.0,Atención,3,
R03361,2025-01-18,50.0,Postventa,10,Excelente
R03362,2025-01-31,24.0,Soporte,10,Todo correcto
R03363,2025-01-05,48.0,Ventas,7,Mal servicio
R03364,2025-01-20,65.0,Soporte,8,Rápido
R03365,2025-01-31,63.0,Atención,5,Demora
R03366,2025-01-30,64.0,Atención,8,Muy bien
R03367,2025-01-29,31.0,Atención,9,Amables
R03368,2025-01-03,45.0,Postventa,4,
R03369,2025-01-07,60.0,Ventas,2,Poco claro
R03370,2025-01-27,33.0,Ventas,5,No resolvieron
R03371,2025-01-28,36.0,Postventa,2,
R03372,2025-01-22,34.0,Atención,10,Amables
R03373,2025-01-14,43.0,Atención,2,
R03374,2025-01-07,23.0,Postventa,6,Poco claro
R03375,2025-01-05,,Soporte,10,Amables
R03376,2025-01-29,26.0,Soporte,10,Muy bien
R03377,2025-01-22,34.0,Soporte,1,Poco claro
R03378,2025-01-05,48.0,Ventas,2,No resolvieron
R03379,2025-01-30,29.0,Soporte,5,
R03380,2025-01-23,40.0,Ventas,NS/NC,
R03381,2025-01-02,22.0,Postventa,5,
R03382,2025-01-30,60.0,Soporte,10,Amables
R03383,2025-01-27,53.0,Soporte,3,
R03384,2025-01-21,53.0,Soporte,5,
R03385,2025-01-22,20.0,Atención,9,Excelente
R03386,2025-01-06,,Ventas,2,
R03387,2025-01-15,,Atención,6,Mal servicio
R03388,2025-01-21,56.0,Postventa,8,Excelente
R03389,2025-01-10,43.0,Soporte,3,Regular
R03390,2025-01-23,21.0,Postventa,2,
R03391,2025-01-26,62.0,Atención,1,
R03392,2025-01-24,29.0,Postventa,1,
R03393,2025-01-07,18.0,Soporte,4,
R03394,2025-01-05,38.0,Ventas,6,Regular
R03395,2025-01-01,36.0,Atención,7,
R03396,2025-01-13,38.0,Soporte,8,Excelente
R03397,2025-01-21,35.0,Soporte,8,Excelente
R03398,2025-01-26,60.0,Soporte,10,Muy bien
R03399,2025-01-18,20.0,Atención,1,Poco claro
R03400,2025-01-13,61.0,Postventa,8,Amables
R03401,2025-01-21,49.0,Atención,10,Excelente
R03402,2025-01-21,27.0,Atención,1,Mal servicio
R03403,2025-01-18,57.0,Atención,3,Poco claro
R03404,2025-01-05,32.0,Postventa,5,Regular
R03405,2025-01-13,22.0,Soporte,10,Amables
R03406,2025-01-04,21.0,Soporte,10,Todo correcto
R03407,2025-01-17,45.0,Soporte,8,Todo correcto
R03408,2025-01-03,21.0,Ventas,8,Rápido
R03409,2025-01-17,32.0,Atención,6,
R03410,2025-01-28,34.0,Atención,4,
R03411,2025-01-11,61.0,Atención,4,
R03412,2025-01-31,20.0,Soporte,8,Muy bien
R03413,2025-01-21,,Soporte,3,
R03414,2025-01-20,64.0,Soporte,8,Amables
R03415,2025-01-23,59.0,Ventas,4,Poco claro
R03416,2025-01-21,40.0,Atención,10,Rápido
R03417,2025-01-26,35.0,Atención,9,Muy bien
R03418,2025-01-30,18.0,Atención,2,Poco claro
R03419,2025-01-04,52.0,Atención,10,Todo correcto
R03420,2025-01-02,48.0,Atención,1,
R03421,2025-01-20,61.0,Soporte,4,Mal servicio
R03422,2025-01-16,18.0,Soporte,9,Excelente
R03423,2025-01-28,20.0,Ventas,7,Demora
R03424,2025-01-18,20.0,Soporte,9,Muy bien
R03425,2025-01-08,54.0,Atención,NS/NC,
R03426,2025-01-03,36.0,Soporte,10,Excelente
R03427,2025-01-09,46.0,Soporte,9,Rápido
R03428,2025-01-29,42.0,Ventas,9,Amables
R03429,2025-01-20,50.0,Ventas,7,Regular
R03430,2025-01-29,53.0,Soporte,8,Amables
R03431,2025-01-06,46.0,Soporte,NS/NC,
R03432,2025-01-10,43.0,Atención,9,Todo correcto
R03433,2025-01-21,21.0,Soporte,2,Demora
R03434,2025-01-10,31.0,Postventa,8,Excelente
R03435,2025-01-13,44.0,Soporte,2,
R03436,2025-01-17,50.0,Atención,8,Todo correcto
R03437,2025-01-09,39.0,Soporte,3,Poco claro
R03438,2025-01-17,65.0,Postventa,2,
R03439,2025-01-24,20.0,Atención,6,No resolvieron
R03440,2025-01-09,40.0,Soporte,6,Mal servicio
R03441,2025-01-09,38.0,Atención,1,Regular
R03442,2025-01-01,58.0,Atención,7,
R03443,2025-01-02,40.0,Soporte,1,Regular
R03444,2025-01-28,21.0,Soporte,4,
R03445,2025-01-16,38.0,Atención,12,Todo correcto
R03446,2025-01-29,54.0,Soporte,8,Excelente
R03447,2025-01-01,60.0,Soporte,8,Todo correcto
R03448,2025-01-10,48.0,Atención,10,Rápido
R03449,2025-01-18,38.0,Postventa,7,Demora
R03450,2025-01-26,43.0,Atención,5,
R03451,2025-01-28,58.0,Soporte,6,
R03452,2025-01-08,52.0,Atención,8,Todo correcto
R03453,2025-01-21,55.0,Soporte,3,
R03454,2025-01-28,41.0,Soporte,6,
R03455,2025-01-11,28.0,Soporte,4,
R03456,2025-01-23,58.0,Ventas,3,
R03457,2025-01-02,46.0,Ventas,3,
R03458,2025-01-08,64.0,Soporte,4,
R03459,2025-01-27,20.0,Atención,6,
R03460,2025-01-22,18.0,Soporte,1,
R03461,2025-01-08,36.0,Soporte,NS/NC,
R03462,2025-01-17,63.0,Atención,4,Regular
R03463,2025-01-15,39.0,Atención,NS/NC,
R03464,2025-01-17,31.0,Atención,9,Todo correcto
R03465,2025-01-28,31.0,Atención,8,Excelente
R03466,2025-01-23,61.0,Soporte,10,Amables
R03467,2025-01-24,33.0,Ventas,NS/NC,
R03468,2025-01-13,50.0,Soporte,7,Demora
R03469,2025-01-19,30.0,Postventa,6,Mal servicio
R03470,2025-01-05,55.0,Atención,7,
R03471,2025-01-12,29.0,Atención,6,No resolvieron
R03472,2025-01-01,55.0,Soporte,NS/NC,
R03473,2025-01-23,56.0,Ventas,6,No resolvieron
R03474,2025-01-05,50.0,Ventas,7,
R03475,2025-01-08,50.0,Ventas,6,No resolvieron
R03476,2025-01-13,46.0,Ventas,2,Demora
R03477,2025-01-08,22.0,Ventas,6,No resolvieron
R03478,2025-01-25,23.0,Ventas,2,Mal servicio
R03479,2025-01-23,48.0,Ventas,1,No resolvieron
R03480,2025-01-11,33.0,Atención,10,Muy bien
R03481,2025-01-01,48.0,Ventas,10,Todo correcto
R03482,2025-01-13,42.0,Atención,10,Rápido
R03483,2025-01-19,65.0,Postventa,5,Mal servicio
R03484,2025-01-24,63.0,Atención,4,Mal servicio
R03485,2025-01-03,50.0,Soporte,9,Muy bien
R03486,2025-01-24,30.0,Postventa,9,Muy bien
R03487,2025-01-17,27.0,Atención,9,Rápido
R03488,2025-01-05,41.0,Ventas,3,Mal servicio
R03489,2025-01-20,27.0,Soporte,10,Muy bien
R03490,2025-01-21,58.0,Atención,3,
R03491,2025-01-08,48.0,Postventa,12,Rápido
R03492,2025-01-26,30.0,Atención,10,Muy bien
R03493,2025-01-31,20.0,Ventas,5,
R03494,2025-01-14,51.0,Soporte,6,Demora
R03495,2025-01-04,45.0,Ventas,6,
R03496,2025-01-11,36.0,Ventas,3,
R03497,2025-01-20,40.0,Soporte,2,
R03498,2025-01-15,62.0,Postventa,NS/NC,
R03499,2025-01-19,49.0,Atención,12,Todo correcto
R03500,2025-01-07,30.0,Ventas,9,Excelente
R03501,2025-01-19,50.0,Ventas,2,
R03502,2025-01-28,,Atención,4,No resolvieron
R03503,2025-01-19,50.0,Soporte,2,Poco claro
R03504,2025-01-11,22.0,Soporte,5,
R03505,2025-01-26,20.0,Ventas,3,Poco claro
R03506,2025-01-05,24.0,Atención,4,Mal servicio
R03507,2025-01-05,41.0,Atención,9,Todo correcto
R03508,2025-01-30,39.0,Atención,NS/NC,
R03509,2025-01-22,62.0,Atención,5,Poco claro
R03510,2025-01-08,40.0,Atención,9,Amables
R03511,2025-01-10,,Soporte,5,Poco claro
R03512,2025-01-06,35.0,Soporte,12,Excelente
R03513,2025-01-15,49.0,Ventas,9,Todo correcto
R03514,2025-01-16,24.0,Ventas,8,Rápido
R03515,2025-01-28,50.0,Atención,1,Mal servicio
R03516,2025-01-17,22.0,Atención,3,Demora
R03517,2025-01-31,45.0,Ventas,5,
R03518,2025-01-08,25.0,Ventas,3,Demora
R03519,2025-01-08,32.0,Ventas,10,Excelente
R03520,2025-01-25,21.0,Soporte,1,
R03521,2025-01-09,51.0,Atención,2,Demora
R03522,2025-01-02,,Soporte,2,Poco claro
R03523,2025-01-15,50.0,Ventas,4,
R03524,2025-01-18,22.0,Atención,6,No resolvieron
R03525,2025-01-03,55.0,Soporte,2,Regular
R03526,2025-01-17,51.0,Atención,6,
R03527,2025-01-04,,Soporte,1,Mal servicio
R03528,2025-01-30,18.0,Soporte,12,Amables
R03529,2025-01-04,21.0,Soporte,3,Regular
R03530,2025-01-14,56.0,Soporte,8,Rápido
R03531,2025-01-09,,Soporte,3,Regular
R03532,2025-01-09,50.0,Postventa,1,Mal servicio
R03533,2025-01-25,50.0,Soporte,4,
R03534,2025-01-26,25.0,Ventas,3,
R03535,2025-01-23,37.0,Atención,8,Muy bien
R03536,2025-01-30,33.0,Soporte,1,
R03537,2025-01-31,38.0,Atención,9,Rápido
R03538,2025-01-18,62.0,Atención,9,Muy bien
R03539,2025-01-10,43.0,Atención,6,
R03540,2025-01-21,40.0,Soporte,NS/NC,
R03541,2025-01-04,35.0,Soporte,5,
R03542,2025-01-12,48.0,Ventas,6,Mal servicio
R03543,2025-01-27,59.0,Ventas,12,Amables
R03544,2025-01-08,29.0,Atención,8,Excelente
R03545,2025-01-02,18.0,Ventas,3,Regular
R03546,2025-01-22,59.0,Soporte,10,Muy bien
R03547,2025-01-13,26.0,Ventas,1,
R03548,2025-01-21,20.0,Soporte,5,
R03549,2025-01-31,43.0,Atención,1,
R03550,2025-01-16,26.0,Soporte,2,
R03551,2025-01-28,59.0,Soporte,8,Amables
R03552,2025-01-02,33.0,Postventa,3,Poco claro
R03553,2025-01-11,41.0,Atención,10,Todo correcto
R03554,2025-01-10,31.0,Ventas,4,Demora
R03555,2025-01-15,20.0,Soporte,6,
R03556,2025-01-17,51.0,Soporte,8,Excelente
R03557,2025-01-08,50.0,Ventas,1,No resolvieron
R03558,2025-01-18,41.0,Ventas,2,Demora
R03559,2025-01-23,26.0,Ventas,6,No resolvieron
R03560,2025-01-09,30.0,Atención,8,Rápido
R03561,2025-01-25,19.0,Atención,8,Rápido
R03562,2025-01-08,24.0,Atención,3,Poco claro
R03563,2025-01-27,65.0,Atención,4,
R03564,2025-01-14,38.0,Soporte,10,Rápido
R03565,2025-01-28,36.0,Soporte,4,Regular
R03566,2025-01-26,42.0,Ventas,4,Poco claro
R03567,2025-01-25,64.0,Soporte,2,Poco claro
R03568,2025-01-18,39.0,Soporte,6,
R03569,2025-01-22,28.0,Soporte,8,Todo correcto
R03570,2025-01-20,50.0,Soporte,9,Muy bien
R03571,2025-01-30,49.0,Soporte,1,
R03572,2025-01-20,38.0,Atención,1,No resolvieron
R03573,2025-01-21,,Ventas,9,Todo correcto
R03574,2025-01-12,37.0,Ventas,NS/NC,
R03575,2025-01-19,25.0,Ventas,7,Regular
R03576,2025-01-14,59.0,Soporte,2,
R03577,2025-01-17,54.0,Soporte,10,Amables
R03578,2025-01-24,26.0,Soporte,1,
R03579,2025-01-21,42.0,Atención,7,Mal servicio
R03580,2025-01-03,42.0,Soporte,6,
R03581,2025-01-26,50.0,Postventa,3,
R03582,2025-01-30,19.0,Atención,10,Rápido
R03583,2025-01-23,36.0,Soporte,4,Poco claro
R03584,2025-01-07,63.0,Ventas,1,
R03585,2025-01-17,37.0,Soporte,7,
R03586,2025-01-12,59.0,Soporte,9,Excelente
R03587,2025-01-09,58.0,Ventas,1,No resolvieron
R03588,2025-01-15,59.0,Soporte,2,No resolvieron
R03589,2025-01-18,46.0,Ventas,2,
R03590,2025-01-21,23.0,Atención,6,
R03591,2025-01-13,34.0,Ventas,5,
R03592,2025-01-30,42.0,Atención,NS/NC,
R03593,2025-01-21,55.0,Atención,1,Regular
R03594,2025-01-30,21.0,Soporte,6,
R03595,2025-01-08,47.0,Soporte,6,
R03596,2025-01-14,37.0,Ventas,7,
R03597,2025-01-08,,Atención,2,
R03598,2025-01-14,40.0,Ventas,6,Mal servicio
R03599,2025-01-07,,Atención,9,Muy bien
R03600,2025-01-23,43.0,Postventa,9,Excelente
R03601,2025-01-12,53.0,Soporte,NS/NC,
R03602,2025-01-11,,Atención,NS/NC,
R03603,2025-01-22,34.0,Ventas,7,Mal servicio
R03604,2025-01-22,48.0,Postventa,5,
R03605,2025-01-11,54.0,Postventa,3,
R03606,2025-01-25,62.0,Atención,1,
R03607,2025-01-22,50.0,Ventas,12,Excelente
R03608,2025-01-28,44.0,Soporte,8,Muy bien
R03609,2025-01-29,62.0,Ventas,6,Demora
R03610,2025-01-13,21.0,Soporte,7,Regular
R03611,2025-01-18,39.0,Soporte,9,Todo correcto
R03612,2025-01-02,43.0,Ventas,2,Regular
R03613,2025-01-29,49.0,Ventas,5,
R03614,2025-01-21,41.0,Ventas,3,
R03615,2025-01-15,63.0,Ventas,2,Poco claro
R03616,2025-01-20,,Ventas,3,Regular
R03617,2025-01-27,54.0,Atención,4,Mal servicio
R03618,2025-01-18,49.0,Ventas,2,
R03619,2025-01-31,24.0,Soporte,2,Mal servicio
R03620,2025-01-15,50.0,Atención,8,Muy bien
R03621,2025-01-19,48.0,Ventas,3,
R03622,2025-01-23,29.0,Ventas,3,Demora
R03623,2025-01-24,28.0,Postventa,4,
R03624,2025-01-12,41.0,Soporte,5,
R03625,2025-01-13,-15.0,Soporte,3,Regular
R03626,2025-01-22,49.0,Postventa,6,Poco claro
R03627,2025-01-11,55.0,Atención,10,Rápido
R03628,2025-01-05,39.0,Ventas,3,
R03629,2025-01-29,51.0,Postventa,8,Muy bien
R03630,2025-01-01,,Ventas,4,
R03631,2025-01-24,37.0,Postventa,5,
R03632,2025-01-03,31.0,Soporte,3,Poco claro
R03633,2025-01-31,50.0,Atención,5,Poco claro
R03634,2025-01-22,,Atención,7,Poco claro
R03635,2025-01-19,33.0,Ventas,3,No resolvieron
R03636,2025-01-23,21.0,Atención,3,Mal servicio
R03637,2025-01-29,44.0,Ventas,1,
R03638,2025-01-30,45.0,Atención,2,No resolvieron
R03639,2025-01-07,60.0,Postventa,4,Mal servicio
R03640,2025-01-12,33.0,Atención,9,Rápido
R03641,2025-01-15,50.0,Soporte,3,Poco claro
R03642,2025-01-25,65.0,Ventas,10,Muy bien
R03643,2025-01-05,36.0,Ventas,5,Regular
R03644,2025-01-15,38.0,Soporte,9,Todo correcto
R03645,2025-01-08,39.0,Postventa,4,Regular
R03646,2025-01-10,26.0,Soporte,4,
R03647,2025-01-26,26.0,Atención,6,Demora
R03648,2025-01-16,26.0,Soporte,7,
R03649,2025-01-08,44.0,Ventas,6,
R03650,2025-01-01,34.0,Soporte,4,
R03651,2025-01-12,61.0,Ventas,7,
R03652,2025-01-05,62.0,Soporte,10,Todo correcto
R03653,2025-01-03,25.0,Atención,3,Regular
R03654,2025-01-01,33.0,Atención,3,
R03655,2025-01-04,35.0,Postventa,7,Mal servicio
R03656,2025-01-08,50.0,Ventas,6,Regular
R03657,2025-01-03,18.0,Atención,2,
R03658,2025-01-10,29.0,Atención,1,Demora
R03659,2025-01-02,23.0,Soporte,6,Mal servicio
R03660,2025-01-11,58.0,Ventas,9,Todo correcto
R03661,2025-01-25,22.0,Atención,NS/NC,
R03662,2025-01-10,33.0,Soporte,NS/NC,
R03663,2025-01-21,35.0,Atención,6,
R03664,2025-01-14,35.0,Ventas,4,
R03665,2025-01-07,18.0,Atención,10,Rápido
R03666,2025-01-27,36.0,Atención,10,Rápido
R03667,2025-01-27,25.0,Ventas,10,Todo correcto
R03668,2025-01-02,20.0,Soporte,2,
R03669,2025-01-09,42.0,Ventas,9,Amables
R03670,2025-01-16,,Atención,5,Demora
R03671,2025-01-13,57.0,Soporte,5,No resolvieron
R03672,2025-01-09,36.0,Atención,2,Regular
R03673,2025-01-20,35.0,Soporte,5,
R03674,2025-01-04,48.0,Atención,6,Poco claro
R03675,2025-01-22,50.0,Atención,2,No resolvieron
R03676,2025-01-10,64.0,Atención,1,Demora
R03677,2025-01-26,35.0,Soporte,6,
R03678,2025-01-26,56.0,Soporte,9,Excelente
R03679,2025-01-22,33.0,Soporte,9,Muy bien
R03680,2025-01-12,33.0,Soporte,9,Excelente
R03681,2025-01-17,64.0,Atención,5,Mal servicio
R03682,2025-01-14,55.0,Atención,10,Amables
R03683,2025-01-14,58.0,Atención,1,
R03684,2025-01-25,24.0,Atención,3,Mal servicio
R03685,2025-01-02,31.0,Atención,8,Excelente
R03686,2025-01-21,60.0,Atención,9,Amables
R03687,2025-01-25,65.0,Ventas,4,Regular
R03688,2025-01-20,42.0,Soporte,3,Regular
R03689,2025-01-11,49.0,Soporte,2,
R03690,2025-01-16,55.0,Ventas,5,Demora
R03691,2025-01-19,39.0,Postventa,2,Mal servicio
R03692,2025-01-31,33.0,Soporte,9,Excelente
R03693,2025-01-23,46.0,Soporte,10,Rápido
R03694,2025-01-06,33.0,Postventa,9,Amables
R03695,2025-01-24,29.0,Ventas,3,Regular
R03696,2025-01-19,34.0,Ventas,4,No resolvieron
R03697,2025-01-05,54.0,Soporte,9,Amables
R03698,2025-01-26,44.0,Soporte,NS/NC,
R03699,2025-01-04,,Soporte,7,
R03700,2025-01-15,30.0,Ventas,2,Mal servicio
R03701,2025-01-29,25.0,Soporte,9,Amables
R03702,2025-01-04,22.0,Ventas,3,
R03703,2025-01-20,29.0,Postventa,6,Demora
R03704,2025-01-10,58.0,Soporte,5,Demora
R03705,2025-01-24,20.0,Soporte,2,
R03706,2025-01-22,52.0,Ventas,9,Muy bien
R03707,2025-01-03,50.0,Atención,3,No resolvieron
R03708,2025-01-26,39.0,Postventa,6,
R03709,2025-01-05,61.0,Ventas,9,Muy bien
R03710,2025-01-06,26.0,Atención,8,Excelente
R03711,2025-01-21,58.0,Soporte,10,Todo correcto
R03712,2025-01-22,35.0,Ventas,NS/NC,
R03713,2025-01-08,46.0,Atención,6,
R03714,2025-01-07,56.0,Atención,3,No resolvieron
R03715,2025-01-21,44.0,Soporte,5,Demora
R03716,2025-01-10,53.0,Ventas,6,
R03717,2025-01-06,62.0,Atención,3,Demora
R03718,2025-01-14,34.0,Ventas,10,Muy bien
R03719,2025-01-04,51.0,Soporte,2,
R03720,2025-01-28,63.0,Atención,10,Rápido
R03721,2025-01-25,20.0,Atención,9,Excelente
R03722,2025-01-13,22.0,Atención,7,No resolvieron
R03723,2025-01-20,31.0,Postventa,4,
R03724,2025-01-17,20.0,Postventa,3,Mal servicio
R03725,2025-01-23,40.0,Atención,4,Demora
R03726,2025-01-07,56.0,Soporte,9,Todo correcto
R03727,2025-01-04,47.0,Postventa,9,Amables
R03728,2025-01-29,62.0,Soporte,6,
R03729,2025-01-14,40.0,Atención,9,Muy bien
R03730,2025-01-03,44.0,Atención,9,Rápido
R03731,2025-01-24,27.0,Ventas,6,
R03732,2025-01-05,42.0,Soporte,5,Regular
R03733,2025-01-16,30.0,Soporte,3,Poco claro
R03734,2025-01-26,33.0,Soporte,1,Demora
R03735,2025-01-23,58.0,Atención,4,Mal servicio
R03736,2025-01-20,51.0,Atención,1,
R03737,2025-01-04,54.0,Postventa,1,
R03738,2025-01-24,39.0,Ventas,6,Mal servicio
R03739,2025-01-30,34.0,Soporte,5,Poco claro
R03740,2025-01-24,40.0,Atención,7,
R03741,2025-01-02,53.0,Soporte,1,
R03742,2025-01-30,26.0,Soporte,1,
R03743,2025-01-18,19.0,Soporte,8,Amables
R03744,2025-01-19,49.0,Postventa,6,
R03745,2025-01-31,39.0,Atención,8,Excelente
R03746,2025-01-28,60.0,Ventas,6,
R03747,2025-01-28,30.0,Atención,6,Mal servicio
R03748,2025-01-19,25.0,Soporte,10,Rápido
R03749,2025-01-17,18.0,Ventas,7,
R03750,2025-01-31,34.0,Soporte,2,Regular
R03751,2025-01-14,29.0,Atención,3,
R03752,2025-01-19,21.0,Soporte,4,
R03753,2025-01-22,30.0,Postventa,1,Poco claro
R03754,2025-01-24,48.0,Soporte,9,Muy bien
R03755,2025-01-13,58.0,Atención,9,Todo correcto
R03756,2025-01-12,24.0,Ventas,4,Regular
R03757,2025-01-30,40.0,Atención,1,Poco claro
R03758,2025-01-26,41.0,Soporte,1,
R03759,2025-01-06,22.0,Soporte,NS/NC,
R03760,2025-01-21,22.0,Atención,2,
R03761,2025-01-31,34.0,Soporte,1,Mal servicio
R03762,2025-01-04,47.0,Ventas,10,Amables
R03763,2025-01-19,,Atención,2,No resolvieron
R03764,2025-01-16,23.0,Soporte,7,
R03765,2025-01-13,42.0,Atención,4,Poco claro
R03766,2025-01-04,36.0,Soporte,7,Mal servicio
R03767,2025-01-30,33.0,Atención,7,
R03768,2025-01-23,38.0,Atención,4,
R03769,2025-01-17,19.0,Atención,2,Poco claro
R03770,2025-01-23,27.0,Atención,9,Muy bien
R03771,2025-01-01,33.0,Soporte,10,Rápido
R03772,2025-01-18,54.0,Soporte,10,Excelente
R03773,2025-01-31,32.0,Soporte,3,
R03774,2025-01-20,,Atención,1,
R03775,2025-01-17,30.0,Atención,8,Amables
R03776,2025-01-27,49.0,Soporte,4,Regular
R03777,2025-01-28,62.0,Ventas,9,Todo correcto
R03778,2025-01-27,,Soporte,8,Muy bien
R03779,2025-01-15,63.0,Postventa,7,
R03780,2025-01-11,25.0,Postventa,9,Rápido
R03781,2025-01-25,60.0,Atención,2,No resolvieron
R03782,2025-01-28,35.0,Atención,4,Poco claro
R03783,2025-01-22,53.0,Ventas,5,
R03784,2025-01-13,43.0,Atención,5,Mal servicio
R03785,2025-01-01,27.0,Soporte,1,Demora
R03786,2025-01-17,48.0,Postventa,9,Muy bien
R03787,2025-01-06,50.0,Ventas,9,Excelente
R03788,2025-01-04,46.0,Atención,5,Demora
R03789,2025-01-20,,Ventas,10,Excelente
R03790,2025-01-16,30.0,Soporte,NS/NC,
R03791,2025-01-15,18.0,Postventa,8,Todo correcto
R03792,2025-01-27,40.0,Atención,7,
R03793,2025-01-15,57.0,Soporte,5,Regular
R03794,2025-01-06,20.0,Ventas,1,
R03795,2025-01-15,20.0,Atención,7,
R03796,2025-01-14,24.0,Atención,1,No resolvieron
R03797,2025-01-28,53.0,Atención,1,Demora
R03798,2025-01-11,52.0,Soporte,9,Excelente
R03799,2025-01-07,32.0,Postventa,6,
R03800,2025-01-09,57.0,Atención,7,Regular
R03801,2025-01-26,20.0,Atención,2,
R03802,2025-01-16,46.0,Soporte,8,Excelente
R03803,2025-01-05,47.0,Atención,7,Demora
R03804,2025-01-25,56.0,Soporte,5,Regular
R03805,2025-01-20,35.0,Soporte,8,Rápido
R03806,2025-01-29,28.0,Soporte,2,
R03807,2025-01-10,60.0,Atención,6,Poco claro
R03808,2025-01-18,55.0,Atención,4,Demora
R03809,2025-01-03,57.0,Ventas,7,
R03810,2025-01-13,18.0,Atención,6,
R03811,2025-01-11,46.0,Ventas,6,Mal servicio
R03812,2025-01-17,27.0,Ventas,5,
R03813,2025-01-30,45.0,Atención,5,Mal servicio
R03814,2025-01-30,48.0,Postventa,2,
R03815,2025-01-22,36.0,Atención,7,Poco claro
R03816,2025-01-13,20.0,Ventas,7,
R03817,2025-01-06,53.0,Soporte,8,Todo correcto
R03818,2025-01-17,60.0,Atención,4,
R03819,2025-01-27,32.0,Postventa,9,Muy bien
R03820,2025-01-13,50.0,Postventa,10,Todo correcto
R03821,2025-01-19,58.0,Soporte,3,
R03822,2025-01-21,60.0,Soporte,3,Demora
R03823,2025-01-19,62.0,Postventa,2,
R03824,2025-01-10,43.0,Soporte,10,Todo correcto
R03825,2025-01-03,33.0,Atención,7,Regular
R03826,2025-01-14,53.0,Soporte,10,Amables
R03827,2025-01-26,50.0,Ventas,2,
R03828,2025-01-19,37.0,Ventas,7,Mal servicio
R03829,2025-01-05,30.0,Postventa,3,
R03830,2025-01-29,50.0,Atención,1,
R03831,2025-01-05,22.0,Ventas,8,Muy bien
R03832,2025-01-20,54.0,Atención,12,Todo correcto
R03833,2025-01-17,31.0,Ventas,10,Todo correcto
R03834,2025-01-21,44.0,Soporte,1,No resolvieron
R03835,2025-01-10,40.0,Atención,6,
